Planta,Conta do Mês,Série da Nota Fiscal,Nº Nota Fiscal,Vencimento,Emissão,Código de Barras,Chave de Acesso,Leitura Anterior,Leitura Atual,Consumo de Água m³,Consumo de Esgoto m³,Valor Água R$,Valor Esgoto R$,Total R$,Nível de Informações da Fatura,Observações,Devolução Revisão Fatura,Multa Esg. Não Doméstico R$,Tx. Outros R$,Multa Débitos R$,Multa Créditos R$,Multa Retenção R$,Multa Acréscimo R$,Parcelamento,Taxa Serviços,Tx. Regulação - TROF,Tx. de Regulação - TRCF,Tx. de Drenagem,Tx de Coleta,Tarifa Variável Água,Tarifa Variável Esgoto,Desconto Tarifário Esgoto,Desconto Tarifário Água,Tx de Lixo,TX. Repasse Uso Recursos Hid,TX. Recursos Hídrico Esgoto,Multa REF VCTO,Taxa Serviço Básico,Juros de Mora REF VCTO,Atualização Monetária REF VCTO,Descrição da Nota,Número Instalação,Número Medidor,Número Cliente,Código de Ligação (RGI),Hidrômetro,Número Contrato,Identificador de Usuário,Código de Consumidor
CO,01/02/2021,,0,03/02/2021,06/04/2021,0,0,07/03/2021,06/04/2021,41,41,343.78,274.75,661.83,Financeiro Incompleto,,0,0.0,40,0,0.0,0,0.0,0,0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,03948523/46,B14S001048,1482039485231,,
CO,01/03/2021,,0,03/03/2021,06/04/2021,0,0,07/03/2021,06/04/2021,12,12,67.22,53.69,288.01,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,1.12,0,0,0,0,0,0,0,0,0,102.85,0,26.53,36.6,,,,,03948523/46,B14S001048,1482039485231,,
CO,01/05/2021,,0,05/05/2021,23/04/2021,82680000000 0 98320097149 4 72039485231 6 62534121052 8,0,24/03/2021,23/04/2021,4,4,54.36,43.47,98.32,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,03948523/46,B14S001048,1482039485231,,
CO,01/01/2021,B,0,04/01/2021,29/12/2020,826600000002 299015508516 634124210127 100000000008,0,04/11/2020,04/12/2020,6,0,29.9,0,29.9,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/02/2021,0,0,04/02/2021,26/01/2021,826700000001 299015508516 634124210226 170000000001,0,05/12/2020,05/01/2021,4,0,29.9,0,29.9,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/03/2021,,0,04/03/2021,12/02/2021,826900000009 299015508516 634124210325 130000000005,0,05/01/2021,04/02/2021,3,0,29.9,0,29.9,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/04/2021,,0,04/04/2021,01/04/2021,826000000008 299015508516 634124210424 100000000008,0,04/02/2021,06/03/2021,1,0,29.9,0,29.9,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/05/2021,0,0,04/05/2021,13/04/2021,826000000008 854315508515 634124210523 160000000002,0,05/03/2021,05/04/2021,16,0,85.43,0,85.43,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/06/2021,0,0,04/06/2021,11/05/2021,826100000031 919215508517 634124210622 120000000006,0,04/06/2021,04/07/2021,43,0,391.92,0,391.92,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/07/2021,,0,04/07/2021,01/07/2021,826100000007 310815508513 634124210721 190000000009,0,06/05/2021,05/06/2021,7,0,31.08,0,31.08,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/08/2021,,0,04/08/2021,01/08/2021,826600000002 299015508516 634124210820 150000000003,0,05/06/2021,05/07/2021,1,0,29.9,0,29.9,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/09/2021,0,0,04/09/2021,11/08/2021,826800000000 299015508516 634124210929 110000000007,0,05/07/2021,05/08/2021,1.886,0,29.9,0,29.9,Incompleto,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/10/2021,,0,04/10/2021,01/10/2021,826500000003 314915508514 634124211026 100000000008,0,07/08/2021,06/09/2021,1,0,29.9,0,31.49,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/11/2021,0,0,04/11/2021,14/10/2021,826000000024 895215508519 634124211125 160000000002,0,06/09/2021,06/10/2021,35,0,289.52,0,289.52,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/12/2021,,0,04/12/2021,01/12/2021,826900000033 919215508517 634124211224 120000000006,0,06/10/2021,05/11/2021,43,0,391.92,0,391.92,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/01/2022,0,012022,04/01/2022,13/12/2021,826700000092 521615508517 634124210127 290000000007,0,05/11/2021,04/12/2021,77,0,943.69,0,952.16,Completo,,0,0.0,0,0,0.0,0,0.0,0,8.47,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/02/2022,0,022022,04/02/2022,12/01/2022,826400000038 430115508516 634124210226 250000000001,0,04/12/2021,05/01/2022,37,0,343.01,0,343.01,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,163412421,Y18G235534,,,
CO,01/03/2022,0,032022,04/03/2022,05/02/2022,826900000033 892815508510 634124210325 210001000004,0,04/01/2022,04/02/2022,38,0,356.49,0,389.28,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,26.74,0,6.05,0,,,,,163412421,Y18G235534,,,
CO,01/01/2021,0,0,04/01/2021,06/01/2021,826800000000 307000478510 798948380125 100000000008,0,05/11/2020,05/12/2020,1.494,0,29.9,0,30.7,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,179894838,Y17S081545,,,
CO,01/02/2021,0,0,04/02/2021,28/01/2021,826800000000 299000478519 798948380224 170000000001,0,05/12/2020,05/01/2021,1.455,0,29.9,0,29.9,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,179894838,Y17S081545,,,
CO,01/01/2021,B,0,04/01/2021,29/12/2020,826700000126 878300478517 811182110122 100000000008,0,04/11/2020,04/12/2020,69,0,"1,287.83",0,"1,287.83",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/02/2021,0,0,04/02/2021,26/01/2021,826100000049 045600478510 811182110221 170000000001,0,05/12/2020,05/01/2021,26,0,404.56,0,404.56,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/03/2021,,0,04/03/2021,12/02/2021,826500000102 184300478510 811182110320 130000000005,0,05/01/2021,04/02/2021,57,0,"1,018.43",0,"1,018.43",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/04/2021,,0,04/04/2021,01/04/2021,826400000103 408800478518 811182110429 100000000008,0,04/02/2021,06/03/2021,58,0,"1,040.88",0,"1,040.88",Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/05/2021,0,0,04/05/2021,13/04/2021,826800000117 531300478512 811182110528 160000000002,0,05/03/2021,05/04/2021,63,0,"1,153.13",0,"1,153.13",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/06/2021,0,0,04/06/2021,11/05/2021,826300000138 102800478517 811182110627 120000000006,0,04/04/2021,04/05/2021,70,0,"1,310.28",0,"1,310.28",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/07/2021,,0,04/07/2021,01/07/2021,826700000068 900100478511 811182110726 190000000009,0,06/05/2021,05/06/2021,41,0,690.01,0,690.01,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/08/2021,,0,04/08/2021,01/08/2021,826500000078 090400478518 811182110825 150000000003,0,05/06/2021,05/07/2021,42,0,709.04,0,709.04,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/09/2021,0,0,04/09/2021,11/08/2021,826900000116 082300478516 811182110924 110000000007,0,05/07/2021,05/08/2021,61,0,"1,108.23",0,"1,108.23",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/10/2021,,0,04/10/2021,13/09/2021,826500000201 158300478514 811182111021 100000000008,0,07/08/2021,06/09/2021,128,0,"2,612.38",0,"2,015.83",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/11/2021,0,0,04/11/2021,14/10/2021,826800000000 868000478511 811182111120 160000000002,0,06/09/2021,06/10/2021,6,0,86.8,0,86.8,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181118211,A18S815302,,,
CO,01/01/2021,,0,06/01/2021,05/01/2021,826200000519 653101052021 101060926611 820210122116,0,05/11/2020,05/12/2020,93,93,"2,315.81","2,849.5","5,165.31",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/02/2021,,0,06/02/2021,26/01/2021,826500000037 339201052026 102060926619 820210202116,0,15/12/2020,15/01/2021,16,16,149.73,119.8,333.92,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,64.39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/03/2021,,0,06/03/2021,06/02/2021,826700000209 904901052020 103060926617 820210382116,0,12/02/2021,15/03/2021,51,51,937.37,403.39,"2,090.49",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,749.73,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/04/2021,,0,06/04/2021,26/03/2021,826100000015 668801052022 104060926615 820210462116,0,15/02/2021,15/03/2021,8,8,74.85,59.86,166.88,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,32.17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/05/2021,,0,06/05/2021,27/04/2021,826000000040 174401052025 105060926612 820210532116,0,15/03/2021,15/04/2021,19,19,187.17,149.77,417.44,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,80.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/06/2021,,0,06/06/2021,14/05/2021,826600000036 617601052021 106060926610 820210612116,0,14/04/2021,14/05/2021,17,17,162.21,129.79,361.76,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,69.76,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/07/2021,,0,06/07/2021,14/05/2021,826600000051 339401052024 107060926618 820210792116,0,14/04/2021,14/05/2021,22,22,239.41,191.54,533.94,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,102.99,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/08/2021,,0,06/08/2021,26/07/2021,826100000023 504001052027 108060926616 820210872116,0,15/06/2021,15/07/2021,13,13,112.29,89.83,250.4,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,48.28,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/09/2021,,0,06/09/2021,26/08/2021,826200000048 452801052021 109060926614 820210952116,0,16/08/2021,15/09/2021,20,20,199.65,159.76,445.28,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,85.87,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/10/2021,,0,06/10/2021,15/09/2021,826900000041 452801052021 110060926612 820211032116,0,15/08/2021,15/09/2021,20,20,199.65,159.76,445.28,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,85.87,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/11/2021,,4716618,06/11/2021,05/11/2021,826800000059 782701052022 111060926610 820211112116,0,15/10/2021,16/11/2021,23,23,259.29,207.43,578.27,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,111.55,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/12/2021,,5193462,06/12/2021,03/12/2021,826300000070 555901052020 112060926618 820211292116,0,16/11/2021,03/12/2021,27,27,338.81,270.99,755.59,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,145.79,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/01/2022,,5680224,06/01/2022,03/01/2022,826500000284 958001052025 201060926619 820220102116,0,15/12/2021,14/01/2022,62,62,"1,298.39","1,038.7","2,895.8",Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,558.71,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/02/2022,0,3505072022,06/02/2022,01/02/2022,826200000097 407301052020 202060926617 820220282116,0,14/12/2021,14/01/2022,31,31,421.82,337.37,940.73,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,181.54,0,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/03/2022,,799264,06/03/2022,21/02/2022,826000000016934501052021203060926615820220362116,0,06/01/2022,06/02/2022,9,9,86.77,69.39,193.45,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,37.29,0,0,0,0,0,0,0,0,0,0,0,,,,,926618,726646,,,
CO,01/01/2021,b,0,05/01/2021,22/12/2020,82640000000-4 36510046063-0 13520210100-6 00001000000-8,0,22/11/2020,22/12/2020,0,1.538,0,0,36.51,Incompleto,somente custo total e código de barras#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/02/2021,210263135,0,05/02/2021,20/01/2021,82630000000-5 37350046063-0 13520210200-4 00001000000-8,0,20/12/2020,20/01/2021,0,1.573,0,36.51,37.35,Incompleto,sem consumo#semconsumo,0,0.0,0.84,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/03/2021,0,0,05/03/2021,17/02/2021,82650000000-3 37400046063-3 13520210300-2 00001000000-8,0,05/01/2021,05/02/2021,0,1.585,0,36.51,37.4,Completo,#semconsumo,0,0.0,0.89,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/04/2021,0,0,05/04/2021,01/04/2021,0,0,01/03/2021,01/04/2021,0,1.547,0,36.51,36.51,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/05/2021,0,0,05/05/2021,14/04/2021,826900000009372800460639135202105007000010000008,0,14/03/2021,14/04/2021,0,1.58,0,36.51,37.28,Incompleto,#semconsumo,0,0.0,0.77,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/06/2021,0,0,07/06/2021,07/05/2021,82690000000-9 36510046063-0 13520210600-5 00001000000-8,0,07/04/2021,07/05/2021,0,1.547,0,36.51,36.51,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/07/2021,0,0,05/07/2021,05/06/2021,0,0,05/05/2021,05/06/2021,0,1.547,0,36.51,36.51,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/08/2021,0,0,05/08/2021,05/07/2021,0,0,05/06/2021,05/07/2021,0,1.583,0,36.51,37.35,Completo,#semconsumo,0,0.0,0.84,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/09/2021,0,0,06/09/2021,01/09/2021,82680000000-0 38320046063-2 13520210900-9 00001000000-8,0,01/08/2021,01/09/2021,0,1.624,0,36.51,38.32,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/10/2021,0,0,05/10/2021,05/09/2021,82660000000-2 37320046063-3 13520211000-7 00001000000-8,0,05/08/2021,05/09/2021,0,1.582,0,36.51,37.32,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/11/2021,,0,05/11/2021,01/11/2021,0,0,02/10/2021,01/11/2021,0,1.547,36.51,0,36.51,Financeiro Incompleto,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/12/2021,0,063135-8,06/12/2021,16/11/2021,82650000000-3 40770046063-4 13520211200-3 00001000000-8,0,06/10/2021,06/11/2021,0,1,0,39.8,40.77,Completo,,0,0.0,0.97,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/01/2022,0,0,05/01/2022,14/12/2021,82650000000-3 39800046063-2 13520220100-4 00001000000-8,0,14/11/2021,14/12/2021,0,23,0,39.8,39.8,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/02/2022,,0,07/02/2022,01/02/2022,0,0,02/01/2022,01/02/2022,0,1.687,39.8,39.8,39.8,Financeiro Incompleto,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/03/2022,0,0,07/03/2022,15/02/2022,82620000000-6 42110046063-1 13520220300-0 00001000000-8,0,15/01/2022,15/02/2022,0,1.785,0,39.8,42.11,Financeiro Incompleto,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/04/2022,0,220463135,05/04/2022,14/03/2022,826900000000,0,14/02/2022,14/03/2022,0,1.726,0,39.8,40.72,Completo,0#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/05/2022,,220563135,05/05/2022,13/04/2022,826100000000,0,05/03/2022,05/04/2022,0,1.76,0,41.52,41.52,Completo,0#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/06/2022,,220663135,06/06/2022,06/05/2022,826000000008398000460632135202206003000010000008,0,06/04/2022,06/05/2022,0,1.687,0,39.8,39.8,Completo,0#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/07/2022,,220763135,05/07/2022,09/06/2022,00,0,05/05/2022,05/06/2022,0,1.687,0,39.8,39.8,Completo,0#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/08/2022,,082022,05/08/2022,18/07/2022,826800000000,0,18/05/2022,18/06/2022,0,1.453,0,39.8,39.8,Financeiro Incompleto,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/09/2022,,220963135,05/09/2022,15/08/2022,826700000000,0,15/07/2022,15/08/2022,0,1.453,0,39.8,39.8,Completo,0#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/10/2022,,221063135,01/10/2022,01/10/2022,00,0,01/09/2022,01/10/2022,0,0,0,39.8,0,Completo,0#bonus #custozero,-39.8,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/11/2022,,221163135,07/11/2022,01/11/2022,826300000005398000460632135202211003000010000008,0,01/10/2022,01/11/2022,0,1.453,0,39.8,39.8,Completo,0#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63135-8,B15F000182,,,
CO,01/01/2021,,0,15/01/2021,22/12/2020,82640000006-1 12390046052-8 71520210100-5 00001000000-8,0,22/11/2020,22/12/2020,30,30,0,0,612.39,Incompleto,sem valor de custo de agua e esgoto,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/02/2021,,0,17/02/2021,20/01/2021,82640000003-8 40290046052-6 71520210200-3 00001000000-8,0,20/12/2020,20/01/2021,19,19,234.68,105.61,340.29,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/03/2021,,0,15/03/2021,17/02/2021,82690000001-7 17650046052-0 71520210300-1 00001000000-8,0,15/01/2021,15/02/2021,6,6,81.14,36.51,117.65,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,117.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/04/2021,,0,15/04/2021,15/03/2021,82660000003-6 89760046052-0 71520210400-9 00001000000-8,0,15/02/2021,15/03/2021,21,21,268.8,120.96,389.76,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/05/2021,,0,17/05/2021,01/05/2021,826700000019176500460520715202105006000010000008,0,01/04/2021,01/05/2021,7,7,81.14,36.51,117.65,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/06/2021,,0,15/06/2021,15/05/2021,82660000001-0 17650046052-0 71520210600-4 00001000000-8,0,15/04/2021,15/05/2021,5,5,81.14,36.51,117.65,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/07/2021,,0,15/07/2021,11/06/2021,0,0,15/05/2021,15/06/2021,1,1,81.14,36.51,117.65,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/08/2021,,0,16/08/2021,12/07/2021,0,0,16/06/2021,16/07/2021,4.986,4.986,81.14,36.51,117.65,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/09/2021,,0,15/09/2021,01/09/2021,82610000001-5 20470046052-8 71520210900-8 00001000000-8,0,01/08/2021,01/09/2021,1,1,81.14,36.51,120.47,Completo,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,,,,,527150,Y15F084488,,,
CO,01/10/2021,,0,15/10/2021,01/10/2021,82600000001-6 17650046052-0 71520211000-6 00001000000-8,0,01/09/2021,01/10/2021,1,1,81.14,36.51,117.65,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/11/2021,,0,16/11/2021,14/10/2021,82610000001-5 20270046052-2 71520211100-4 00001000000-8,0,14/09/2021,14/10/2021,5.097,5.097,81.14,36.51,120.27,Completo,#semconsumo,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,,,,,527150,Y15F084488,,,
CO,01/12/2021,,211252715,15/12/2021,16/11/2021,82620000001-4 30980046052-4 71520211200-2 00001000000-8,0,15/10/2021,15/11/2021,2,2,88.44,39.8,130.98,Completo,,0,0.0,2.74,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/01/2022,,0,17/01/2022,01/01/2022,0,0,02/12/2021,01/01/2022,1,1,88.44,39.8,128.24,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
CO,01/02/2022,,0,15/02/2022,01/02/2022,0,0,02/01/2022,01/02/2022,6,6,88.44,39.8,128.24,Financeiro Incompleto,,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,527150,Y15F084488,,,
